Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 1887.5

painting_1 | status=sold | winner=Llama | winning_bid=2000
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 12: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 13: Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 14: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 15: Llama RAISE to 650 (before=600, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 17: Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 18: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_3)
  turn 19: Llama RAISE to 850 (before=800, leader_after=bidder_5)
  turn 20: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 21: Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 22: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 23: Llama RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 24: GPT-5.4 RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 25: Llama RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 26: GPT-5.4 PASS (before=1300, leader_after=bidder_5)

painting_10 | status=sold | winner=GPT-5.4 | winning_bid=5900
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Opus RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro PASS (before=200, leader_after=bidder_3)
  turn 5: Llama RAISE to 250 (before=200, leader_after=bidder_5)
  turn 6: Grok PASS (before=250, leader_after=bidder_5)
  turn 7: Opus RAISE to 300 (before=250, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_3)
  turn 9: Llama RAISE to 400 (before=350, leader_after=bidder_5)
  turn 10: Opus RAISE to 450 (before=400, leader_after=bidder_2)
  turn 11: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 12: Llama RAISE to 5650 (before=500, leader_after=bidder_5)
  turn 13: Opus PASS (before=5650, leader_after=bidder_5)
  turn 14: GPT-5.4 RAISE to 5900 (before=5650, leader_after=bidder_3)
  turn 15: Llama RAISE to 6150 (before=5900, leader_after=bidder_3)

painting_11 | status=sold | winner=Opus | winning_bid=300
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Opus RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 PASS (before=150, leader_after=bidder_2)
  turn 4: Pro PASS (before=150, leader_after=bidder_2)
  turn 5: Llama RAISE to 200 (before=150, leader_after=bidder_5)
  turn 6: Grok RAISE to 250 (before=200, leader_after=bidder_1)
  turn 7: Opus RAISE to 300 (before=250, leader_after=bidder_2)
  turn 8: Llama PASS (before=300, leader_after=bidder_2)
  turn 9: Grok PASS (before=300, leader_after=bidder_2)

painting_12 | status=sold | winner=Grok | winning_bid=10000
  turn 1: Grok RAISE to 10000 (before=0, leader_after=bidder_1)
  turn 2: Opus PASS (before=10000, leader_after=bidder_1)
  turn 3: GPT-5.4 PASS (before=10000, leader_after=bidder_1)
  turn 4: Pro PASS (before=10000, leader_after=bidder_1)
  turn 5: Llama RAISE to 10250 (before=10000, leader_after=bidder_1)
