Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2300.0

painting_1 | status=sold | winner=GPT-5.4 | winning_bid=950
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok PASS (before=550, leader_after=bidder_5)
  turn 12: Llama RAISE to 600 (before=550, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 650 (before=600, leader_after=bidder_3)
  turn 14: Opus RAISE to 700 (before=650, leader_after=bidder_4)
  turn 15: Pro RAISE to 750 (before=700, leader_after=bidder_5)
  turn 16: Llama RAISE to 800 (before=750, leader_after=bidder_2)
  turn 17: GPT-5.4 RAISE to 850 (before=800, leader_after=bidder_3)
  turn 18: Opus RAISE to 900 (before=850, leader_after=bidder_4)
  turn 19: Pro RAISE to 950 (before=900, leader_after=bidder_5)
  turn 20: Llama RAISE to 1000 (before=950, leader_after=bidder_2)
  turn 21: GPT-5.4 PASS (before=1000, leader_after=bidder_2)
  turn 22: Opus PASS (before=1000, leader_after=bidder_2)
  turn 23: Pro PASS (before=1000, leader_after=bidder_2)

painting_3 | status=sold | winner=Llama | winning_bid=1600
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok PASS (before=300, leader_after=bidder_5)
  turn 7: Llama RAISE to 350 (before=300, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 400 (before=350, leader_after=bidder_3)
  turn 9: Opus RAISE to 450 (before=400, leader_after=bidder_4)
  turn 10: Pro RAISE to 500 (before=450, leader_after=bidder_5)
  turn 11: Llama RAISE to 550 (before=500, leader_after=bidder_2)
  turn 12: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 13: Opus RAISE to 650 (before=600, leader_after=bidder_4)
  turn 14: Pro RAISE to 700 (before=650, leader_after=bidder_5)
  turn 15: Llama RAISE to 750 (before=700, leader_after=bidder_2)
  turn 16: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_3)
  turn 17: Opus RAISE to 850 (before=800, leader_after=bidder_4)
  turn 18: Pro RAISE to 900 (before=850, leader_after=bidder_5)
  turn 19: Llama RAISE to 1000 (before=900, leader_after=bidder_2)
  turn 20: GPT-5.4 PASS (before=1000, leader_after=bidder_2)
  turn 21: Opus RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 22: Pro RAISE to 1200 (before=1100, leader_after=bidder_5)
  turn 23: Llama RAISE to 1400 (before=1200, leader_after=bidder_2)
  turn 24: Opus PASS (before=1400, leader_after=bidder_2)
  turn 25: Pro RAISE to 1500 (before=1400, leader_after=bidder_5)
  turn 26: Llama RAISE to 1600 (before=1500, leader_after=bidder_2)
  turn 27: Pro PASS (before=1600, leader_after=bidder_2)

painting_4 | status=sold | winner=Opus | winning_bid=1700
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok PASS (before=1100, leader_after=bidder_5)
  turn 22: Llama RAISE to 1200 (before=1100, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_3)
  turn 24: Opus RAISE to 1400 (before=1300, leader_after=bidder_4)
  turn 25: Pro RAISE to 1500 (before=1400, leader_after=bidder_5)
  turn 26: Llama RAISE to 1600 (before=1500, leader_after=bidder_2)
  turn 27: GPT-5.4 PASS (before=1600, leader_after=bidder_2)
  turn 28: Opus RAISE to 1700 (before=1600, leader_after=bidder_4)
  turn 29: Pro PASS (before=1700, leader_after=bidder_4)
  turn 30: Llama PASS (before=1700, leader_after=bidder_4)

painting_5 | status=sold | winner=Pro | winning_bid=1300
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama PASS (before=1200, leader_after=bidder_1)
  turn 23: GPT-5.4 PASS (before=1200, leader_after=bidder_1)
  turn 24: Opus PASS (before=1200, leader_after=bidder_1)
  turn 25: Pro RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 26: Grok PASS (before=1300, leader_after=bidder_5)

painting_6 | status=sold | winner=Llama | winning_bid=1600
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 PASS (before=1300, leader_after=bidder_2)
  turn 24: Opus PASS (before=1300, leader_after=bidder_2)
  turn 25: Pro PASS (before=1300, leader_after=bidder_2)
  turn 26: Grok RAISE to 1400 (before=1300, leader_after=bidder_1)
  turn 27: Llama RAISE to 1600 (before=1400, leader_after=bidder_2)
  turn 28: Grok PASS (before=1600, leader_after=bidder_2)

painting_7 | status=sold | winner=Llama | winning_bid=2100
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 24: Opus PASS (before=1400, leader_after=bidder_3)
  turn 25: Pro PASS (before=1400, leader_after=bidder_3)
  turn 26: Grok RAISE to 1500 (before=1400, leader_after=bidder_1)
  turn 27: Llama RAISE to 1700 (before=1500, leader_after=bidder_2)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_3)
  turn 29: Grok PASS (before=1800, leader_after=bidder_3)
  turn 30: Llama RAISE to 1900 (before=1800, leader_after=bidder_2)
  turn 31: GPT-5.4 RAISE to 2000 (before=1900, leader_after=bidder_3)
  turn 32: Llama RAISE to 2100 (before=2000, leader_after=bidder_2)
  turn 33: GPT-5.4 PASS (before=2100, leader_after=bidder_2)

painting_8 | status=sold | winner=Grok | winning_bid=1800
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 200 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 250 (before=200, leader_after=bidder_3)
  turn 4: Opus RAISE to 300 (before=250, leader_after=bidder_4)
  turn 5: Pro RAISE to 350 (before=300, leader_after=bidder_5)
  turn 6: Grok RAISE to 400 (before=350, leader_after=bidder_1)
  turn 7: Llama RAISE to 450 (before=400, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 9: Opus RAISE to 550 (before=500, leader_after=bidder_4)
  turn 10: Pro RAISE to 600 (before=550, leader_after=bidder_5)
  turn 11: Grok RAISE to 650 (before=600, leader_after=bidder_1)
  turn 12: Llama RAISE to 700 (before=650, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 750 (before=700, leader_after=bidder_3)
  turn 14: Opus RAISE to 800 (before=750, leader_after=bidder_4)
  turn 15: Pro RAISE to 850 (before=800, leader_after=bidder_5)
  turn 16: Grok RAISE to 900 (before=850, leader_after=bidder_1)
  turn 17: Llama PASS (before=900, leader_after=bidder_1)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_3)
  turn 23: Opus RAISE to 1400 (before=1300, leader_after=bidder_4)
  turn 24: Pro RAISE to 1500 (before=1400, leader_after=bidder_5)
  turn 25: Grok RAISE to 1600 (before=1500, leader_after=bidder_1)
  turn 26: GPT-5.4 RAISE to 1700 (before=1600, leader_after=bidder_3)
  turn 27: Opus PASS (before=1700, leader_after=bidder_3)
  turn 28: Pro PASS (before=1700, leader_after=bidder_3)
  turn 29: Grok RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 30: GPT-5.4 PASS (before=1800, leader_after=bidder_1)

painting_9 | status=sold | winner=GPT-5.4 | winning_bid=2100
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama PASS (before=1200, leader_after=bidder_1)
  turn 23: GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_3)
  turn 24: Opus RAISE to 1400 (before=1300, leader_after=bidder_4)
  turn 25: Pro RAISE to 1500 (before=1400, leader_after=bidder_5)
  turn 26: Grok RAISE to 1600 (before=1500, leader_after=bidder_1)
  turn 27: GPT-5.4 RAISE to 1700 (before=1600, leader_after=bidder_3)
  turn 28: Opus RAISE to 1800 (before=1700, leader_after=bidder_4)
  turn 29: Pro RAISE to 1900 (before=1800, leader_after=bidder_5)
  turn 30: Grok RAISE to 2000 (before=1900, leader_after=bidder_1)
  turn 31: GPT-5.4 RAISE to 2100 (before=2000, leader_after=bidder_3)
  turn 32: Opus PASS (before=2100, leader_after=bidder_3)
  turn 33: Pro PASS (before=2100, leader_after=bidder_3)
  turn 34: Grok PASS (before=2100, leader_after=bidder_3)

painting_10 | status=sold | winner=Pro | winning_bid=2400
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 24: Opus RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 25: Pro RAISE to 1600 (before=1500, leader_after=bidder_5)
  turn 26: Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 27: Llama PASS (before=1700, leader_after=bidder_1)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_3)
  turn 29: Opus RAISE to 1900 (before=1800, leader_after=bidder_4)
  turn 30: Pro RAISE to 2000 (before=1900, leader_after=bidder_5)
  turn 31: Grok RAISE to 2100 (before=2000, leader_after=bidder_1)
  turn 32: GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_3)
  turn 33: Opus RAISE to 2300 (before=2200, leader_after=bidder_4)
  turn 34: Pro RAISE to 2400 (before=2300, leader_after=bidder_5)
  turn 35: Grok PASS (before=2400, leader_after=bidder_5)
  turn 36: GPT-5.4 PASS (before=2400, leader_after=bidder_5)
  turn 37: Opus PASS (before=2400, leader_after=bidder_5)

painting_11 | status=sold | winner=Opus | winning_bid=4000
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Pro RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Pro RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 24: Opus RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 25: Pro RAISE to 1600 (before=1500, leader_after=bidder_5)
  turn 26: Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 27: Llama RAISE to 1800 (before=1700, leader_after=bidder_2)
  turn 28: GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 29: Opus RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 30: Pro RAISE to 2100 (before=2000, leader_after=bidder_5)
  turn 31: Grok RAISE to 2200 (before=2100, leader_after=bidder_1)
  turn 32: Llama RAISE to 2300 (before=2200, leader_after=bidder_2)
  turn 33: GPT-5.4 RAISE to 2400 (before=2300, leader_after=bidder_3)
  turn 34: Opus RAISE to 2500 (before=2400, leader_after=bidder_4)
  turn 35: Pro RAISE to 2600 (before=2500, leader_after=bidder_5)
  turn 36: Grok RAISE to 2700 (before=2600, leader_after=bidder_1)
  turn 37: Llama RAISE to 2800 (before=2700, leader_after=bidder_2)
  turn 38: GPT-5.4 RAISE to 2900 (before=2800, leader_after=bidder_3)
  turn 39: Opus RAISE to 3000 (before=2900, leader_after=bidder_4)
  turn 40: Pro RAISE to 3250 (before=3000, leader_after=bidder_5)
  turn 41: Grok RAISE to 3500 (before=3250, leader_after=bidder_1)
  turn 42: Llama PASS (before=3500, leader_after=bidder_1)
  turn 43: GPT-5.4 RAISE to 3750 (before=3500, leader_after=bidder_3)
  turn 44: Opus RAISE to 4000 (before=3750, leader_after=bidder_4)
  turn 45: Pro PASS (before=4000, leader_after=bidder_4)
  turn 46: Grok PASS (before=4000, leader_after=bidder_4)
  turn 47: GPT-5.4 PASS (before=4000, leader_after=bidder_4)

painting_12 | status=sold | winner=Grok | winning_bid=7050
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 6300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 6550 (before=6300, leader_after=bidder_1)
  turn 7: Llama PASS (before=6550, leader_after=bidder_1)
  turn 8: GPT-5.4 RAISE to 6800 (before=6550, leader_after=bidder_3)
  turn 9: Opus PASS (before=6800, leader_after=bidder_3)
  turn 10: Pro PASS (before=6800, leader_after=bidder_3)
  turn 11: Grok RAISE to 7050 (before=6800, leader_after=bidder_1)
  turn 12: GPT-5.4 PASS (before=7050, leader_after=bidder_1)
