Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2501.0

painting_1 | status=sold | winner=Llama | winning_bid=1210
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama PASS (before=850, leader_after=bidder_1)
  turn 18: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Pro RAISE to 950 (before=900, leader_after=bidder_4)
  turn 20: Opus PASS (before=950, leader_after=bidder_4)
  turn 21: Grok PASS (before=950, leader_after=bidder_4)
  turn 22: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 23: Pro RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 24: GPT-5.4 PASS (before=1100, leader_after=bidder_4)

painting_3 | status=sold | winner=Llama | winning_bid=2100
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 700 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 750 (before=700, leader_after=bidder_3)
  turn 14: Pro RAISE to 800 (before=750, leader_after=bidder_4)
  turn 15: Opus RAISE to 850 (before=800, leader_after=bidder_5)
  turn 16: Grok RAISE to 900 (before=850, leader_after=bidder_1)
  turn 17: Llama RAISE to 950 (before=900, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 19: Pro PASS (before=1000, leader_after=bidder_3)
  turn 20: Opus RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok PASS (before=1100, leader_after=bidder_5)
  turn 22: Llama RAISE to 1200 (before=1100, leader_after=bidder_2)
  turn 23: GPT-5.4 PASS (before=1200, leader_after=bidder_2)
  turn 24: Opus RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 25: Llama RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 26: Opus RAISE to 1500 (before=1400, leader_after=bidder_5)
  turn 27: Llama RAISE to 1600 (before=1500, leader_after=bidder_2)
  turn 28: Opus RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 29: Llama RAISE to 1800 (before=1700, leader_after=bidder_2)
  turn 30: Opus RAISE to 1900 (before=1800, leader_after=bidder_5)
  turn 31: Llama RAISE to 2100 (before=1900, leader_after=bidder_2)
  turn 32: Opus PASS (before=2100, leader_after=bidder_2)

painting_4 | status=sold | winner=GPT-5.4 | winning_bid=1200
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama PASS (before=850, leader_after=bidder_1)
  turn 18: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Pro RAISE to 950 (before=900, leader_after=bidder_4)
  turn 20: Opus RAISE to 1000 (before=950, leader_after=bidder_5)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_1)
  turn 22: GPT-5.4 RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Pro PASS (before=1200, leader_after=bidder_3)
  turn 24: Opus PASS (before=1200, leader_after=bidder_3)
  turn 25: Grok PASS (before=1200, leader_after=bidder_3)

painting_5 | status=sold | winner=Opus | winning_bid=1200
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama PASS (before=850, leader_after=bidder_1)
  turn 18: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Pro RAISE to 950 (before=900, leader_after=bidder_4)
  turn 20: Opus RAISE to 1000 (before=950, leader_after=bidder_5)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_1)
  turn 22: GPT-5.4 PASS (before=1100, leader_after=bidder_1)
  turn 23: Pro PASS (before=1100, leader_after=bidder_1)
  turn 24: Opus RAISE to 1200 (before=1100, leader_after=bidder_5)
  turn 25: Grok PASS (before=1200, leader_after=bidder_5)

painting_6 | status=sold | winner=Llama | winning_bid=1700
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 950 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 19: Pro RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 20: Opus RAISE to 1200 (before=1100, leader_after=bidder_5)
  turn 21: Grok RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 22: Llama RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 23: GPT-5.4 PASS (before=1400, leader_after=bidder_2)
  turn 24: Pro RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 25: Opus PASS (before=1500, leader_after=bidder_4)
  turn 26: Grok PASS (before=1500, leader_after=bidder_4)
  turn 27: Llama RAISE to 1700 (before=1500, leader_after=bidder_2)
  turn 28: Pro PASS (before=1700, leader_after=bidder_2)

painting_7 | status=sold | winner=Grok | winning_bid=1700
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama PASS (before=850, leader_after=bidder_1)
  turn 18: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Pro RAISE to 950 (before=900, leader_after=bidder_4)
  turn 20: Opus RAISE to 1000 (before=950, leader_after=bidder_5)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_1)
  turn 22: GPT-5.4 RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Pro RAISE to 1300 (before=1200, leader_after=bidder_4)
  turn 24: Opus RAISE to 1400 (before=1300, leader_after=bidder_5)
  turn 25: Grok RAISE to 1500 (before=1400, leader_after=bidder_1)
  turn 26: GPT-5.4 RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 27: Pro PASS (before=1600, leader_after=bidder_3)
  turn 28: Opus PASS (before=1600, leader_after=bidder_3)
  turn 29: Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 30: GPT-5.4 PASS (before=1700, leader_after=bidder_1)

painting_8 | status=sold | winner=Pro | winning_bid=2000
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Pro RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Opus RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 24: Pro RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 25: Opus RAISE to 1600 (before=1500, leader_after=bidder_5)
  turn 26: Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 27: Llama PASS (before=1700, leader_after=bidder_1)
  turn 28: GPT-5.4 PASS (before=1700, leader_after=bidder_1)
  turn 29: Pro RAISE to 1800 (before=1700, leader_after=bidder_4)
  turn 30: Opus PASS (before=1800, leader_after=bidder_4)
  turn 31: Grok RAISE to 1900 (before=1800, leader_after=bidder_1)
  turn 32: Pro RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 33: Grok PASS (before=2000, leader_after=bidder_4)

painting_9 | status=sold | winner=GPT-5.4 | winning_bid=2300
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Pro RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Opus RAISE to 1100 (before=1000, leader_after=bidder_5)
  turn 21: Grok RAISE to 1200 (before=1100, leader_after=bidder_1)
  turn 22: Llama RAISE to 1300 (before=1200, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_3)
  turn 24: Pro RAISE to 1500 (before=1400, leader_after=bidder_4)
  turn 25: Opus RAISE to 1600 (before=1500, leader_after=bidder_5)
  turn 26: Grok RAISE to 1700 (before=1600, leader_after=bidder_1)
  turn 27: Llama PASS (before=1700, leader_after=bidder_1)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_3)
  turn 29: Pro PASS (before=1800, leader_after=bidder_3)
  turn 30: Opus RAISE to 1900 (before=1800, leader_after=bidder_5)
  turn 31: Grok RAISE to 2000 (before=1900, leader_after=bidder_1)
  turn 32: GPT-5.4 RAISE to 2100 (before=2000, leader_after=bidder_3)
  turn 33: Opus RAISE to 2200 (before=2100, leader_after=bidder_5)
  turn 34: Grok PASS (before=2200, leader_after=bidder_5)
  turn 35: GPT-5.4 RAISE to 2300 (before=2200, leader_after=bidder_3)
  turn 36: Opus PASS (before=2300, leader_after=bidder_3)

painting_10 | status=sold | winner=Grok | winning_bid=2500
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Llama RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Pro RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Opus RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: Grok RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Llama RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Pro RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Opus RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: Grok RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Llama RAISE to 950 (before=850, leader_after=bidder_2)
  turn 18: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 19: Pro RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 20: Opus RAISE to 1200 (before=1100, leader_after=bidder_5)
  turn 21: Grok RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 22: Llama RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 23: GPT-5.4 RAISE to 1500 (before=1400, leader_after=bidder_3)
  turn 24: Pro RAISE to 1600 (before=1500, leader_after=bidder_4)
  turn 25: Opus RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 26: Grok RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 27: Llama PASS (before=1800, leader_after=bidder_1)
  turn 28: GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_3)
  turn 29: Pro RAISE to 2000 (before=1900, leader_after=bidder_4)
  turn 30: Opus RAISE to 2100 (before=2000, leader_after=bidder_5)
  turn 31: Grok RAISE to 2200 (before=2100, leader_after=bidder_1)
  turn 32: GPT-5.4 PASS (before=2200, leader_after=bidder_1)
  turn 33: Pro RAISE to 2300 (before=2200, leader_after=bidder_4)
  turn 34: Opus RAISE to 2400 (before=2300, leader_after=bidder_5)
  turn 35: Grok RAISE to 2500 (before=2400, leader_after=bidder_1)
  turn 36: Pro PASS (before=2500, leader_after=bidder_1)
  turn 37: Opus PASS (before=2500, leader_after=bidder_1)

painting_11 | status=sold | winner=Pro | winning_bid=6501
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 6501 (before=200, leader_after=bidder_4)
  turn 5: Opus PASS (before=6501, leader_after=bidder_4)
  turn 6: Grok PASS (before=6501, leader_after=bidder_4)
  turn 7: Llama PASS (before=6501, leader_after=bidder_4)
  turn 8: GPT-5.4 PASS (before=6501, leader_after=bidder_4)

painting_12 | status=sold | winner=Opus | winning_bid=6501
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Pro RAISE to 399 (before=200, leader_after=bidder_4)
  turn 5: Opus RAISE to 449 (before=399, leader_after=bidder_5)
  turn 6: Grok RAISE to 499 (before=449, leader_after=bidder_1)
  turn 7: Llama RAISE to 549 (before=499, leader_after=bidder_2)
  turn 8: GPT-5.4 RAISE to 599 (before=549, leader_after=bidder_3)
  turn 9: Pro PASS (before=599, leader_after=bidder_3)
  turn 10: Opus RAISE to 649 (before=599, leader_after=bidder_5)
  turn 11: Grok RAISE to 699 (before=649, leader_after=bidder_1)
  turn 12: Llama RAISE to 749 (before=699, leader_after=bidder_2)
  turn 13: GPT-5.4 RAISE to 799 (before=749, leader_after=bidder_3)
  turn 14: Opus RAISE to 849 (before=799, leader_after=bidder_5)
  turn 15: Grok PASS (before=849, leader_after=bidder_5)
  turn 16: Llama RAISE to 4090 (before=849, leader_after=bidder_2)
  turn 17: GPT-5.4 RAISE to 4340 (before=4090, leader_after=bidder_3)
  turn 18: Opus RAISE to 6501 (before=4340, leader_after=bidder_5)
  turn 19: Llama PASS (before=6501, leader_after=bidder_5)
  turn 20: GPT-5.4 PASS (before=6501, leader_after=bidder_5)
