Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2758.333

painting_1 | status=sold | winner=Math-T1 | winning_bid=1300
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 15: Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_1)
  turn 17: Grok RAISE to 850 (before=800, leader_after=bidder_2)
  turn 18: Opus RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 20: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_2)
  turn 22: Opus RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Llama RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 24: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_1)
  turn 25: Grok RAISE to 1500 (before=1400, leader_after=bidder_2)
  turn 26: Opus PASS (before=1500, leader_after=bidder_2)
  turn 27: Llama RAISE to 1700 (before=1500, leader_after=bidder_5)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 29: Grok RAISE to 1900 (before=1800, leader_after=bidder_2)
  turn 30: Llama RAISE to 2100 (before=1900, leader_after=bidder_5)
  turn 31: GPT-5.4 PASS (before=2100, leader_after=bidder_5)
  turn 32: Grok RAISE to 2200 (before=2100, leader_after=bidder_2)
  turn 33: Llama PASS (before=2200, leader_after=bidder_2)

painting_9 | status=sold | winner=GPT-5.4 | winning_bid=2100
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Grok RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Opus RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Llama RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Grok RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Opus RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Grok RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: Opus RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Math-T1 PASS (before=700, leader_after=bidder_3)
  turn 15: Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_1)
  turn 17: Grok RAISE to 850 (before=800, leader_after=bidder_2)
  turn 18: Opus RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 20: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_2)
  turn 22: Opus RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Llama RAISE to 1500 (before=1200, leader_after=bidder_5)
  turn 24: GPT-5.4 RAISE to 1600 (before=1500, leader_after=bidder_1)
  turn 25: Grok RAISE to 1700 (before=1600, leader_after=bidder_2)
  turn 26: Opus PASS (before=1700, leader_after=bidder_2)
  turn 27: Llama RAISE to 1800 (before=1700, leader_after=bidder_5)
  turn 28: GPT-5.4 RAISE to 1900 (before=1800, leader_after=bidder_1)
  turn 29: Grok PASS (before=1900, leader_after=bidder_1)
  turn 30: Llama RAISE to 2000 (before=1900, leader_after=bidder_5)
  turn 31: GPT-5.4 RAISE to 2100 (before=2000, leader_after=bidder_1)
  turn 32: Llama PASS (before=2100, leader_after=bidder_1)

painting_10 | status=sold | winner=Llama | winning_bid=2700
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Grok RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Opus RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Llama RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Grok RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Opus RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Grok RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: Opus RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Math-T1 PASS (before=700, leader_after=bidder_3)
  turn 15: Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_1)
  turn 17: Grok RAISE to 850 (before=800, leader_after=bidder_2)
  turn 18: Opus RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 20: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_2)
  turn 22: Opus RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Llama RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 24: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_1)
  turn 25: Grok RAISE to 1500 (before=1400, leader_after=bidder_2)
  turn 26: Opus RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 27: Llama RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 29: Grok RAISE to 1900 (before=1800, leader_after=bidder_2)
  turn 30: Opus RAISE to 2000 (before=1900, leader_after=bidder_3)
  turn 31: Llama RAISE to 2200 (before=2000, leader_after=bidder_5)
  turn 32: GPT-5.4 RAISE to 2300 (before=2200, leader_after=bidder_1)
  turn 33: Grok RAISE to 2400 (before=2300, leader_after=bidder_2)
  turn 34: Opus PASS (before=2400, leader_after=bidder_2)
  turn 35: Llama RAISE to 2500 (before=2400, leader_after=bidder_5)
  turn 36: GPT-5.4 RAISE to 2600 (before=2500, leader_after=bidder_1)
  turn 37: Grok PASS (before=2600, leader_after=bidder_1)
  turn 38: Llama RAISE to 2700 (before=2600, leader_after=bidder_5)
  turn 39: GPT-5.4 PASS (before=2700, leader_after=bidder_5)

painting_11 | status=sold | winner=GPT-5.4 | winning_bid=4750
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Grok RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Opus RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T1 RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Llama RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Grok RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Opus RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Math-T1 RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Grok RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: Opus RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Math-T1 PASS (before=700, leader_after=bidder_3)
  turn 15: Llama RAISE to 750 (before=700, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 800 (before=750, leader_after=bidder_1)
  turn 17: Grok RAISE to 850 (before=800, leader_after=bidder_2)
  turn 18: Opus RAISE to 900 (before=850, leader_after=bidder_3)
  turn 19: Llama RAISE to 950 (before=900, leader_after=bidder_5)
  turn 20: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_1)
  turn 21: Grok RAISE to 1100 (before=1000, leader_after=bidder_2)
  turn 22: Opus RAISE to 1200 (before=1100, leader_after=bidder_3)
  turn 23: Llama RAISE to 1300 (before=1200, leader_after=bidder_5)
  turn 24: GPT-5.4 RAISE to 1400 (before=1300, leader_after=bidder_1)
  turn 25: Grok RAISE to 1500 (before=1400, leader_after=bidder_2)
  turn 26: Opus RAISE to 1600 (before=1500, leader_after=bidder_3)
  turn 27: Llama RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 28: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 29: Grok RAISE to 1900 (before=1800, leader_after=bidder_2)
  turn 30: Opus RAISE to 2000 (before=1900, leader_after=bidder_3)
  turn 31: Llama RAISE to 2200 (before=2000, leader_after=bidder_5)
  turn 32: GPT-5.4 RAISE to 2300 (before=2200, leader_after=bidder_1)
  turn 33: Grok RAISE to 2400 (before=2300, leader_after=bidder_2)
  turn 34: Opus RAISE to 2500 (before=2400, leader_after=bidder_3)
  turn 35: Llama RAISE to 2700 (before=2500, leader_after=bidder_5)
  turn 36: GPT-5.4 RAISE to 2800 (before=2700, leader_after=bidder_1)
  turn 37: Grok RAISE to 2900 (before=2800, leader_after=bidder_2)
  turn 38: Opus RAISE to 3000 (before=2900, leader_after=bidder_3)
  turn 39: Llama RAISE to 3250 (before=3000, leader_after=bidder_5)
  turn 40: GPT-5.4 RAISE to 3500 (before=3250, leader_after=bidder_1)
  turn 41: Grok RAISE to 3750 (before=3500, leader_after=bidder_2)
  turn 42: Opus RAISE to 4000 (before=3750, leader_after=bidder_3)
  turn 43: Llama PASS (before=4000, leader_after=bidder_3)
  turn 44: GPT-5.4 RAISE to 4250 (before=4000, leader_after=bidder_1)
  turn 45: Grok PASS (before=4250, leader_after=bidder_1)
  turn 46: Opus RAISE to 4500 (before=4250, leader_after=bidder_3)
  turn 47: GPT-5.4 RAISE to 4750 (before=4500, leader_after=bidder_1)
  turn 48: Opus PASS (before=4750, leader_after=bidder_1)

painting_12 | status=sold | winner=Grok | winning_bid=7550
  turn 1: GPT-5.4 RAISE to 3150 (before=0, leader_after=bidder_1)
  turn 2: Grok RAISE to 3400 (before=3150, leader_after=bidder_2)
