Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 1566.667

painting_1 | status=sold | winner=Llama | winning_bid=1500
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 9: Opus RAISE to 600 (before=550, leader_after=bidder_4)
  turn 10: Grok PASS (before=600, leader_after=bidder_4)
  turn 11: Llama RAISE to 700 (before=600, leader_after=bidder_2)
  turn 12: GPT-5.4 RAISE to 750 (before=700, leader_after=bidder_3)
  turn 13: Opus RAISE to 800 (before=750, leader_after=bidder_4)
  turn 14: Llama RAISE to 850 (before=800, leader_after=bidder_2)
  turn 15: GPT-5.4 RAISE to 900 (before=850, leader_after=bidder_3)
  turn 16: Opus RAISE to 950 (before=900, leader_after=bidder_4)
  turn 17: Llama PASS (before=950, leader_after=bidder_4)
  turn 18: GPT-5.4 RAISE to 1000 (before=950, leader_after=bidder_3)
  turn 19: Opus RAISE to 1100 (before=1000, leader_after=bidder_4)
  turn 20: GPT-5.4 PASS (before=1100, leader_after=bidder_4)

painting_3 | status=sold | winner=GPT-5.4 | winning_bid=500
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro PASS (before=250, leader_after=bidder_4)
  turn 6: Grok PASS (before=250, leader_after=bidder_4)
  turn 7: Llama PASS (before=250, leader_after=bidder_4)
  turn 8: GPT-5.4 RAISE to 300 (before=250, leader_after=bidder_3)
  turn 9: Opus RAISE to 350 (before=300, leader_after=bidder_4)
  turn 10: GPT-5.4 RAISE to 400 (before=350, leader_after=bidder_3)
  turn 11: Opus RAISE to 450 (before=400, leader_after=bidder_4)
  turn 12: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 13: Opus PASS (before=500, leader_after=bidder_3)

painting_4 | status=sold | winner=GPT-5.4 | winning_bid=450
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok PASS (before=300, leader_after=bidder_5)
  turn 7: Llama PASS (before=300, leader_after=bidder_5)
  turn 8: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_3)
  turn 9: Opus PASS (before=350, leader_after=bidder_3)
  turn 10: Pro RAISE to 400 (before=350, leader_after=bidder_5)
  turn 11: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 12: Pro PASS (before=450, leader_after=bidder_3)

painting_5 | status=sold | winner=GPT-5.4 | winning_bid=950
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro PASS (before=250, leader_after=bidder_4)
  turn 6: Grok RAISE to 500 (before=250, leader_after=bidder_1)
  turn 7: Llama PASS (before=500, leader_after=bidder_1)
  turn 8: GPT-5.4 RAISE to 550 (before=500, leader_after=bidder_3)
  turn 9: Opus PASS (before=550, leader_after=bidder_3)
  turn 10: Grok RAISE to 900 (before=550, leader_after=bidder_1)
  turn 11: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 12: Grok PASS (before=950, leader_after=bidder_3)

painting_6 | status=sold | winner=Opus | winning_bid=1000
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: Grok PASS (before=300, leader_after=bidder_5)
  turn 7: Llama PASS (before=300, leader_after=bidder_5)
  turn 8: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_3)
  turn 9: Opus RAISE to 400 (before=350, leader_after=bidder_4)
  turn 10: Pro PASS (before=400, leader_after=bidder_4)
  turn 11: GPT-5.4 RAISE to 450 (before=400, leader_after=bidder_3)
  turn 12: Opus RAISE to 500 (before=450, leader_after=bidder_4)
  turn 13: GPT-5.4 RAISE to 550 (before=500, leader_after=bidder_3)
  turn 14: Opus RAISE to 600 (before=550, leader_after=bidder_4)
  turn 15: GPT-5.4 RAISE to 650 (before=600, leader_after=bidder_3)
  turn 16: Opus RAISE to 700 (before=650, leader_after=bidder_4)
  turn 17: GPT-5.4 RAISE to 750 (before=700, leader_after=bidder_3)
  turn 18: Opus RAISE to 800 (before=750, leader_after=bidder_4)
  turn 19: GPT-5.4 RAISE to 850 (before=800, leader_after=bidder_3)
  turn 20: Opus RAISE to 900 (before=850, leader_after=bidder_4)
  turn 21: GPT-5.4 RAISE to 950 (before=900, leader_after=bidder_3)
  turn 22: Opus RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 23: GPT-5.4 PASS (before=1000, leader_after=bidder_4)

painting_7 | status=sold | winner=GPT-5.4 | winning_bid=600
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro PASS (before=250, leader_after=bidder_4)
  turn 6: Grok PASS (before=250, leader_after=bidder_4)
  turn 7: Llama PASS (before=250, leader_after=bidder_4)
  turn 8: GPT-5.4 RAISE to 300 (before=250, leader_after=bidder_3)
  turn 9: Opus RAISE to 350 (before=300, leader_after=bidder_4)
  turn 10: GPT-5.4 RAISE to 400 (before=350, leader_after=bidder_3)
  turn 11: Opus RAISE to 450 (before=400, leader_after=bidder_4)
  turn 12: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 13: Opus RAISE to 550 (before=500, leader_after=bidder_4)
  turn 14: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 15: Opus PASS (before=600, leader_after=bidder_3)

painting_8 | status=sold | winner=GPT-5.4 | winning_bid=700
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Opus RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Pro PASS (before=250, leader_after=bidder_4)
  turn 6: Grok PASS (before=250, leader_after=bidder_4)
  turn 7: Llama PASS (before=250, leader_after=bidder_4)
  turn 8: GPT-5.4 RAISE to 300 (before=250, leader_after=bidder_3)
  turn 9: Opus RAISE to 350 (before=300, leader_after=bidder_4)
  turn 10: GPT-5.4 RAISE to 400 (before=350, leader_after=bidder_3)
  turn 11: Opus RAISE to 450 (before=400, leader_after=bidder_4)
  turn 12: GPT-5.4 RAISE to 500 (before=450, leader_after=bidder_3)
  turn 13: Opus RAISE to 550 (before=500, leader_after=bidder_4)
  turn 14: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 15: Opus RAISE to 650 (before=600, leader_after=bidder_4)
  turn 16: GPT-5.4 RAISE to 700 (before=650, leader_after=bidder_3)
  turn 17: Opus PASS (before=700, leader_after=bidder_3)

painting_9 | status=sold | winner=Pro | winning_bid=800
  turn 1: Grok RAISE to 500 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 550 (before=500, leader_after=bidder_2)
  turn 3: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_3)
  turn 4: Opus RAISE to 650 (before=600, leader_after=bidder_4)
  turn 5: Pro RAISE to 700 (before=650, leader_after=bidder_5)
  turn 6: Grok PASS (before=700, leader_after=bidder_5)
  turn 7: Llama PASS (before=700, leader_after=bidder_5)
  turn 8: GPT-5.4 PASS (before=700, leader_after=bidder_5)
  turn 9: Opus RAISE to 750 (before=700, leader_after=bidder_4)
  turn 10: Pro RAISE to 800 (before=750, leader_after=bidder_5)
  turn 11: Opus PASS (before=800, leader_after=bidder_5)

painting_10 | status=sold | winner=Opus | winning_bid=300
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 PASS (before=150, leader_after=bidder_2)
  turn 4: Opus RAISE to 200 (before=150, leader_after=bidder_4)
  turn 5: Pro PASS (before=200, leader_after=bidder_4)
  turn 6: Grok PASS (before=200, leader_after=bidder_4)
  turn 7: Llama RAISE to 250 (before=200, leader_after=bidder_2)
  turn 8: Opus RAISE to 300 (before=250, leader_after=bidder_4)
  turn 9: Llama PASS (before=300, leader_after=bidder_4)

painting_11 | status=sold | winner=Llama | winning_bid=1700
  turn 1: Grok RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: GPT-5.4 PASS (before=150, leader_after=bidder_2)
  turn 4: Opus RAISE to 200 (before=150, leader_after=bidder_4)
  turn 5: Pro PASS (before=200, leader_after=bidder_4)
  turn 6: Grok RAISE to 500 (before=200, leader_after=bidder_1)
  turn 7: Llama RAISE to 550 (before=500, leader_after=bidder_2)
  turn 8: Opus PASS (before=550, leader_after=bidder_2)
  turn 9: Grok RAISE to 1600 (before=550, leader_after=bidder_1)
  turn 10: Llama RAISE to 1700 (before=1600, leader_after=bidder_2)
  turn 11: Grok PASS (before=1700, leader_after=bidder_2)

painting_12 | status=sold | winner=Grok | winning_bid=9200
  turn 1: Grok RAISE to 9200 (before=0, leader_after=bidder_1)
  turn 2: Llama RAISE to 9450 (before=9200, leader_after=bidder_1)
  turn 3: GPT-5.4 PASS (before=9200, leader_after=bidder_1)
  turn 4: Opus PASS (before=9200, leader_after=bidder_1)
  turn 5: Pro PASS (before=9200, leader_after=bidder_1)
