Auction Bid Log Export
Total paintings processed: 12
Sold: 12 | Unsold: 0
Average winning bid: 2191.667

painting_1 | status=sold | winner=Llama | winning_bid=1200
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 30: Llama PASS (before=1900, leader_after=bidder_3)
  turn 31: GPT-5.4 RAISE to 2000 (before=1900, leader_after=bidder_1)
  turn 32: Grok RAISE to 2100 (before=2000, leader_after=bidder_2)
  turn 33: Opus PASS (before=2100, leader_after=bidder_2)
  turn 34: GPT-5.4 RAISE to 2200 (before=2100, leader_after=bidder_1)
  turn 35: Grok PASS (before=2200, leader_after=bidder_1)

painting_10 | status=sold | winner=Grok | winning_bid=2600
  turn 1: GPT-5.4 RAISE to 100 (before=0, leader_after=bidder_1)
  turn 2: Grok RAISE to 150 (before=100, leader_after=bidder_2)
  turn 3: Opus RAISE to 200 (before=150, leader_after=bidder_3)
  turn 4: Math-T2 RAISE to 250 (before=200, leader_after=bidder_4)
  turn 5: Llama RAISE to 300 (before=250, leader_after=bidder_5)
  turn 6: GPT-5.4 RAISE to 350 (before=300, leader_after=bidder_1)
  turn 7: Grok RAISE to 400 (before=350, leader_after=bidder_2)
  turn 8: Opus RAISE to 450 (before=400, leader_after=bidder_3)
  turn 9: Math-T2 RAISE to 500 (before=450, leader_after=bidder_4)
  turn 10: Llama RAISE to 550 (before=500, leader_after=bidder_5)
  turn 11: GPT-5.4 RAISE to 600 (before=550, leader_after=bidder_1)
  turn 12: Grok RAISE to 650 (before=600, leader_after=bidder_2)
  turn 13: Opus RAISE to 700 (before=650, leader_after=bidder_3)
  turn 14: Math-T2 RAISE to 750 (before=700, leader_after=bidder_4)
  turn 15: Llama RAISE to 800 (before=750, leader_after=bidder_5)
  turn 16: GPT-5.4 RAISE to 850 (before=800, leader_after=bidder_1)
  turn 17: Grok RAISE to 900 (before=850, leader_after=bidder_2)
  turn 18: Opus RAISE to 950 (before=900, leader_after=bidder_3)
  turn 19: Math-T2 RAISE to 1000 (before=950, leader_after=bidder_4)
  turn 20: Llama RAISE to 1200 (before=1000, leader_after=bidder_5)
  turn 21: GPT-5.4 RAISE to 1300 (before=1200, leader_after=bidder_1)
  turn 22: Grok RAISE to 1400 (before=1300, leader_after=bidder_2)
  turn 23: Opus RAISE to 1500 (before=1400, leader_after=bidder_3)
  turn 24: Math-T2 RAISE to 1600 (before=1500, leader_after=bidder_4)
  turn 25: Llama RAISE to 1700 (before=1600, leader_after=bidder_5)
  turn 26: GPT-5.4 RAISE to 1800 (before=1700, leader_after=bidder_1)
  turn 27: Grok RAISE to 1900 (before=1800, leader_after=bidder_2)
  turn 28: Opus RAISE to 2000 (before=1900, leader_after=bidder_3)
  turn 29: Math-T2 RAISE to 2100 (before=2000, leader_after=bidder_4)
  turn 30: Llama RAISE to 2300 (before=2100, leader_after=bidder_5)
  turn 31: GPT-5.4 PASS (before=2300, leader_after=bidder_5)
  turn 32: Grok RAISE to 2400 (before=2300, leader_after=bidder_2)
  turn 33: Opus RAISE to 2500 (before=2400, leader_after=bidder_3)
  turn 34: Math-T2 PASS (before=2500, leader_after=bidder_3)
  turn 35: Llama PASS (before=2500, leader_after=bidder_3)
  turn 36: Grok RAISE to 2600 (before=2500, leader_after=bidder_2)
  turn 37: Opus PASS (before=2600, leader_after=bidder_2)

painting_11 | status=sold | winner=Opus | winning_bid=3950
  turn 1: GPT-5.4 RAISE to 3200 (before=0, leader_after=bidder_1)
  turn 2: Grok PASS (before=3200, leader_after=bidder_1)
  turn 3: Opus RAISE to 3450 (before=3200, leader_after=bidder_3)
  turn 4: Math-T2 PASS (before=3450, leader_after=bidder_3)
  turn 5: Llama RAISE to 3700 (before=3450, leader_after=bidder_5)
  turn 6: GPT-5.4 PASS (before=3700, leader_after=bidder_5)
  turn 7: Opus RAISE to 3950 (before=3700, leader_after=bidder_3)
  turn 8: Llama PASS (before=3950, leader_after=bidder_3)

painting_12 | status=sold | winner=Math-T2 | winning_bid=6650
  turn 1: GPT-5.4 RAISE to 6400 (before=0, leader_after=bidder_1)
  turn 2: Grok PASS (before=6400, leader_after=bidder_1)
  turn 3: Opus PASS (before=6400, leader_after=bidder_1)
  turn 4: Math-T2 RAISE to 6650 (before=6400, leader_after=bidder_4)
  turn 5: Llama PASS (before=6650, leader_after=bidder_4)
  turn 6: GPT-5.4 PASS (before=6650, leader_after=bidder_4)
